id,code,name,city_id/id,active
res_parish_ec_494,13,Urbina,res_city_71,True
res_parish_ec_495,1,Atacames,res_city_72,True
res_parish_ec_496,2,La Unión,res_city_72,True
res_parish_ec_497,3,Súa (Cab. En La Bocana),res_city_72,True
res_parish_ec_498,4,Tonchigüe,res_city_72,True
res_parish_ec_499,5,Tonsupa,res_city_72,True
res_parish_ec_500,1,Rioverde,res_city_73,True
res_parish_ec_501,2,Chontaduro,res_city_73,True
res_parish_ec_502,3,Chumundé,res_city_73,True
res_parish_ec_503,4,Lagarto,res_city_73,True
res_parish_ec_504,5,Montalvo (Cab. En Horqueta),res_city_73,True
res_parish_ec_505,6,Rocafuerte,res_city_73,True
res_parish_ec_506,1,La Concordia,res_city_74,True
res_parish_ec_507,2,Monterrey,res_city_74,True
res_parish_ec_508,3,La Villegas,res_city_74,True
res_parish_ec_509,4,Plan Piloto,res_city_74,True
res_parish_ec_510,1,Ayacucho,res_city_75,True
res_parish_ec_511,2,Bolívar (Sagrario),res_city_75,True
res_parish_ec_512,3,Carbo (Concepción),res_city_75,True
res_parish_ec_513,4,Febres Cordero,res_city_75,True
res_parish_ec_514,5,García Moreno,res_city_75,True
res_parish_ec_515,6,Letamendi,res_city_75,True
res_parish_ec_516,7,Nueve De Octubre,res_city_75,True
res_parish_ec_517,8,Olmedo (San Alejo),res_city_75,True
res_parish_ec_518,9,Roca,res_city_75,True
res_parish_ec_519,10,Rocafuerte,res_city_75,True
res_parish_ec_520,11,Sucre,res_city_75,True
res_parish_ec_521,12,Tarqui,res_city_75,True
res_parish_ec_522,13,Urdaneta,res_city_75,True
res_parish_ec_523,14,Ximena,res_city_75,True
res_parish_ec_524,15,Pascuales,res_city_75,True
res_parish_ec_525,16,Guayaquil,res_city_75,True
res_parish_ec_526,17,Chongón,res_city_75,True
res_parish_ec_527,18,Juan Gómez Rendón (Progreso),res_city_75,True
res_parish_ec_528,19,Morro,res_city_75,True
res_parish_ec_529,20,Pascuales,res_city_75,True
res_parish_ec_530,21,Playas (Gral. Villamil),res_city_75,True
res_parish_ec_531,22,Posorja,res_city_75,True
res_parish_ec_532,23,Puná,res_city_75,True
res_parish_ec_533,24,Tenguel,res_city_75,True
res_parish_ec_534,1,Alfredo Baquerizo Moreno (Juján),res_city_76,True
res_parish_ec_535,1,Balao,res_city_77,True
res_parish_ec_536,1,Balzar,res_city_78,True
res_parish_ec_537,1,Colimes,res_city_79,True
res_parish_ec_538,2,San Jacinto,res_city_79,True
res_parish_ec_539,1,Daule,res_city_80,True
res_parish_ec_540,2,La Aurora (Satélite),res_city_80,True
res_parish_ec_541,3,Banife,res_city_80,True
res_parish_ec_542,4,Emiliano Caicedo Marcos,res_city_80,True
res_parish_ec_543,5,Magro,res_city_80,True
res_parish_ec_544,6,Padre Juan Bautista Aguirre,res_city_80,True
res_parish_ec_545,7,Santa Clara,res_city_80,True
res_parish_ec_546,8,Vicente Piedrahita,res_city_80,True
res_parish_ec_547,9,Daule,res_city_80,True
res_parish_ec_548,10,Isidro Ayora (Soledad),res_city_80,True
res_parish_ec_549,11,Juan Bautista Aguirre (Los Tintos),res_city_80,True
res_parish_ec_550,12,Laurel,res_city_80,True
res_parish_ec_551,13,Limonal,res_city_80,True
res_parish_ec_552,14,Lomas De Sargentillo,res_city_80,True
res_parish_ec_553,15,Los Lojas (Enrique Baquerizo Moreno),res_city_80,True
res_parish_ec_554,16,Piedrahita (Nobol),res_city_80,True
res_parish_ec_555,1,Eloy Alfaro (Durán),res_city_81,True
res_parish_ec_556,2,El Recreo,res_city_81,True
res_parish_ec_557,3,Eloy Alfaro (Durán),res_city_81,True
res_parish_ec_558,1,Velasco Ibarra (El Empalme),res_city_82,True
res_parish_ec_559,2,Guayas (Pueblo Nuevo),res_city_82,True
res_parish_ec_560,3,El Rosario,res_city_82,True
res_parish_ec_561,1,El Triunfo,res_city_83,True
res_parish_ec_562,1,Milagro,res_city_84,True
res_parish_ec_563,2,Chobo,res_city_84,True
res_parish_ec_564,3,General Elizalde (Bucay),res_city_84,True
res_parish_ec_565,4,Mariscal Sucre (Huaques),res_city_84,True
res_parish_ec_566,5,Roberto Astudillo (Cab. En Cruce De Venecia),res_city_84,True
res_parish_ec_567,1,Naranjal,res_city_85,True
res_parish_ec_568,2,Jesús María,res_city_85,True
res_parish_ec_569,3,San Carlos,res_city_85,True
res_parish_ec_570,4,Santa Rosa De Flandes,res_city_85,True
res_parish_ec_571,5,Taura,res_city_85,True
res_parish_ec_572,1,Naranjito,res_city_86,True
res_parish_ec_573,1,Palestina,res_city_87,True
res_parish_ec_574,1,Pedro Carbo,res_city_88,True
res_parish_ec_575,2,Valle De La Virgen,res_city_88,True
res_parish_ec_576,3,Sabanilla,res_city_88,True
res_parish_ec_577,1,Samborondón,res_city_89,True
res_parish_ec_578,2,La Puntilla (Satélite),res_city_89,True
res_parish_ec_579,3,Samborondón,res_city_89,True
res_parish_ec_580,4,Tarifa,res_city_89,True
res_parish_ec_581,1,Santa Lucía,res_city_90,True
res_parish_ec_582,1,Bocana,res_city_91,True
res_parish_ec_583,2,Candilejos,res_city_91,True
res_parish_ec_584,3,Central,res_city_91,True
res_parish_ec_585,4,Paraíso,res_city_91,True
res_parish_ec_586,5,San Mateo,res_city_91,True
res_parish_ec_587,6,El Salitre (Las Ramas),res_city_91,True
res_parish_ec_588,7,Gral. Vernaza (Dos Esteros),res_city_91,True
res_parish_ec_589,8,La Victoria (Ñauza),res_city_91,True
res_parish_ec_590,9,Junquillal,res_city_91,True
res_parish_ec_591,1,San Jacinto De Yaguachi,res_city_92,True
res_parish_ec_592,2,Crnel. Lorenzo De Garaicoa (Pedregal),res_city_92,True
res_parish_ec_593,3,Crnel. Marcelino Maridueña (San Carlos),res_city_92,True
res_parish_ec_594,4,Gral. Pedro J. Montero (Boliche),res_city_92,True
res_parish_ec_595,5,Simón Bolívar,res_city_92,True
res_parish_ec_596,6,Yaguachi Viejo (Cone),res_city_92,True
res_parish_ec_597,7,Virgen De Fátima,res_city_92,True
res_parish_ec_598,1,General Villamil (Playas),res_city_93,True
res_parish_ec_599,1,Simón Bolívar,res_city_94,True
res_parish_ec_600,2,Crnel.Lorenzo De Garaicoa (Pedregal),res_city_94,True
res_parish_ec_601,1,Coronel Marcelino Maridueña (San Carlos),res_city_95,True
res_parish_ec_602,1,Lomas De Sargentillo,res_city_96,True
res_parish_ec_603,2,Isidro Ayora (Soledad),res_city_96,True
res_parish_ec_604,1,Narcisa De Jesús,res_city_97,True
res_parish_ec_605,1,General Antonio Elizalde (Bucay),res_city_98,True
res_parish_ec_606,1,Isidro Ayora,res_city_99,True
res_parish_ec_607,1,Caranqui,res_city_100,True
res_parish_ec_608,2,Guayaquil De Alpachaca,res_city_100,True
res_parish_ec_609,3,Sagrario,res_city_100,True
res_parish_ec_610,4,San Francisco,res_city_100,True
res_parish_ec_611,5,La Dolorosa Del Priorato,res_city_100,True
res_parish_ec_612,6,San Miguel De Ibarra,res_city_100,True
res_parish_ec_613,7,Ambuquí,res_city_100,True
res_parish_ec_614,8,Angochagua,res_city_100,True
res_parish_ec_615,9,Carolina,res_city_100,True
res_parish_ec_616,10,La Esperanza,res_city_100,True
res_parish_ec_617,11,Lita,res_city_100,True
res_parish_ec_618,12,Salinas,res_city_100,True
res_parish_ec_619,13,San Antonio,res_city_100,True
res_parish_ec_620,1,Andrade Marín (Lourdes),res_city_101,True
res_parish_ec_621,2,Atuntaqui,res_city_101,True
res_parish_ec_622,3,Imbaya (San Luis De Cobuendo),res_city_101,True
res_parish_ec_623,4,San Francisco De Natabuela,res_city_101,True
res_parish_ec_624,5,San José De Chaltura,res_city_101,True
res_parish_ec_625,6,San Roque,res_city_101,True
res_parish_ec_626,1,Sagrario,res_city_102,True
res_parish_ec_627,2,San Francisco,res_city_102,True
res_parish_ec_628,3,Cotacachi,res_city_102,True
res_parish_ec_629,4,Apuela,res_city_102,True
res_parish_ec_630,5,García Moreno (Llurimagua),res_city_102,True
res_parish_ec_631,6,Imantag,res_city_102,True
res_parish_ec_632,7,Peñaherrera,res_city_102,True
res_parish_ec_633,8,Plaza Gutiérrez (Calvario),res_city_102,True
res_parish_ec_634,9,Quiroga,res_city_102,True
res_parish_ec_635,10,6 De Julio De Cuellaje (Cab. En Cuellaje),res_city_102,True
res_parish_ec_636,11,Vacas Galindo (El Churo) (Cab.En San Miguel Alto,res_city_102,True
res_parish_ec_637,1,Jordán,res_city_103,True
res_parish_ec_638,2,San Luis,res_city_103,True
res_parish_ec_639,3,Otavalo,res_city_103,True
res_parish_ec_640,4,Dr. Miguel Egas Cabezas (Peguche),res_city_103,True
res_parish_ec_641,5,Eugenio Espejo (Calpaquí),res_city_103,True
res_parish_ec_642,6,González Suárez,res_city_103,True
res_parish_ec_643,7,Pataquí,res_city_103,True
res_parish_ec_644,8,San José De Quichinche,res_city_103,True
res_parish_ec_645,9,San Juan De Ilumán,res_city_103,True
res_parish_ec_646,10,San Pablo,res_city_103,True
res_parish_ec_647,11,San Rafael,res_city_103,True
res_parish_ec_648,12,Selva Alegre (Cab.En San Miguel De Pamplona),res_city_103,True
res_parish_ec_649,1,Pimampiro,res_city_104,True
res_parish_ec_650,2,Chugá,res_city_104,True
res_parish_ec_651,3,Mariano Acosta,res_city_104,True
res_parish_ec_652,4,San Francisco De Sigsipamba,res_city_104,True
res_parish_ec_653,1,Urcuquí Cabecera Cantonal,res_city_105,True
res_parish_ec_654,2,Cahuasquí,res_city_105,True
res_parish_ec_655,3,La Merced De Buenos Aires,res_city_105,True
res_parish_ec_656,4,Pablo Arenas,res_city_105,True
res_parish_ec_657,5,San Blas,res_city_105,True
res_parish_ec_658,6,Tumbabiro,res_city_105,True
res_parish_ec_659,1,El Sagrario,res_city_106,True
res_parish_ec_660,2,San Sebastián,res_city_106,True
res_parish_ec_661,3,Sucre,res_city_106,True
res_parish_ec_662,4,Valle,res_city_106,True
res_parish_ec_663,5,Loja,res_city_106,True
res_parish_ec_664,6,Chantaco,res_city_106,True
res_parish_ec_665,7,Chuquiribamba,res_city_106,True
res_parish_ec_666,8,El Cisne,res_city_106,True
res_parish_ec_667,9,Gualel,res_city_106,True
res_parish_ec_668,10,Jimbilla,res_city_106,True
res_parish_ec_669,11,Malacatos (Valladolid),res_city_106,True
res_parish_ec_670,12,San Lucas,res_city_106,True
res_parish_ec_671,13,San Pedro De Vilcabamba,res_city_106,True
res_parish_ec_672,14,Santiago,res_city_106,True
res_parish_ec_673,15,Taquil (Miguel Riofrío),res_city_106,True
res_parish_ec_674,16,Vilcabamba (Victoria),res_city_106,True
res_parish_ec_675,17,Yangana (Arsenio Castillo),res_city_106,True
res_parish_ec_676,18,Quinara,res_city_106,True
res_parish_ec_677,1,Cariamanga,res_city_107,True
res_parish_ec_678,2,Chile,res_city_107,True
res_parish_ec_679,3,San Vicente,res_city_107,True
res_parish_ec_680,4,Cariamanga,res_city_107,True
res_parish_ec_681,5,Colaisaca,res_city_107,True
res_parish_ec_682,6,El Lucero,res_city_107,True
res_parish_ec_683,7,Utuana,res_city_107,True
res_parish_ec_684,8,Sanguillín,res_city_107,True
res_parish_ec_685,1,Catamayo,res_city_108,True
res_parish_ec_686,2,San José,res_city_108,True
res_parish_ec_687,3,Catamayo (La Toma),res_city_108,True
res_parish_ec_688,4,El Tambo,res_city_108,True
res_parish_ec_689,5,Guayquichuma,res_city_108,True
res_parish_ec_690,6,San Pedro De La Bendita,res_city_108,True
res_parish_ec_691,7,Zambi,res_city_108,True
res_parish_ec_692,1,Celica,res_city_109,True
res_parish_ec_693,2,Cruzpamba (Cab. En Carlos Bustamante),res_city_109,True
res_parish_ec_694,3,Chaquinal,res_city_109,True
res_parish_ec_695,4,12 De Diciembre (Cab. En Achiotes),res_city_109,True
res_parish_ec_696,5,Pindal (Federico Páez),res_city_109,True
res_parish_ec_697,6,Pozul (San Juan De Pozul),res_city_109,True
res_parish_ec_698,7,Sabanilla,res_city_109,True
res_parish_ec_699,8,Tnte. Maximiliano Rodríguez Loaiza,res_city_109,True
res_parish_ec_700,8,Chaguarpamba,res_city_110,True
res_parish_ec_701,1,Buenavista,res_city_110,True
res_parish_ec_702,2,El Rosario,res_city_110,True
res_parish_ec_703,3,Santa Rufina,res_city_110,True
res_parish_ec_704,4,Amarillos,res_city_110,True
res_parish_ec_705,1,Amaluza,res_city_111,True
res_parish_ec_706,2,Bellavista,res_city_111,True
res_parish_ec_707,3,Jimbura,res_city_111,True
res_parish_ec_708,4,Santa Teresita,res_city_111,True
res_parish_ec_709,5,27 De Abril (Cab. En La Naranja),res_city_111,True
res_parish_ec_710,6,El Ingenio,res_city_111,True
res_parish_ec_711,7,El Airo,res_city_111,True
res_parish_ec_712,1,Gonzanamá,res_city_112,True
res_parish_ec_713,2,Changaimina (La Libertad),res_city_112,True
res_parish_ec_714,3,Fundochamba,res_city_112,True
res_parish_ec_715,4,Nambacola,res_city_112,True
res_parish_ec_716,5,Purunuma (Eguiguren),res_city_112,True
res_parish_ec_717,6,Quilanga (La Paz),res_city_112,True
res_parish_ec_718,7,Sacapalca,res_city_112,True
res_parish_ec_719,8,San Antonio De Las Aradas (Cab. En Las Aradas),res_city_112,True
res_parish_ec_720,1,General Eloy Alfaro (San Sebastián),res_city_113,True
res_parish_ec_721,2,Macará (Manuel Enrique Rengel Suquilanda),res_city_113,True
res_parish_ec_722,3,Macará,res_city_113,True
res_parish_ec_723,4,Larama,res_city_113,True
res_parish_ec_724,5,La Victoria,res_city_113,True
res_parish_ec_725,6,Sabiango (La Capilla),res_city_113,True
res_parish_ec_726,1,Catacocha,res_city_114,True
res_parish_ec_727,2,Lourdes,res_city_114,True
res_parish_ec_728,3,Cangonamá,res_city_114,True
res_parish_ec_729,4,Guachanamá,res_city_114,True
res_parish_ec_730,5,La Tingue,res_city_114,True
res_parish_ec_731,6,Lauro Guerrero,res_city_114,True
res_parish_ec_732,7,Olmedo (Santa Bárbara),res_city_114,True
res_parish_ec_733,8,Orianga,res_city_114,True
res_parish_ec_734,9,San Antonio,res_city_114,True
res_parish_ec_735,10,Casanga,res_city_114,True
res_parish_ec_736,11,Yamana,res_city_114,True
res_parish_ec_737,1,Alamor,res_city_115,True
res_parish_ec_738,2,Ciano,res_city_115,True
res_parish_ec_739,3,El Arenal,res_city_115,True
res_parish_ec_740,4,El Limo (Mariana De Jesús),res_city_115,True
res_parish_ec_741,5,Mercadillo,res_city_115,True
res_parish_ec_742,6,Vicentino,res_city_115,True
res_parish_ec_743,1,Saraguro,res_city_116,True
res_parish_ec_744,2,El Paraíso De Celén,res_city_116,True
res_parish_ec_745,3,El Tablón,res_city_116,True
res_parish_ec_746,4,Lluzhapa,res_city_116,True
res_parish_ec_747,5,Manú,res_city_116,True
res_parish_ec_748,6,San Antonio De Qumbe (Cumbe),res_city_116,True
res_parish_ec_749,7,San Pablo De Tenta,res_city_116,True
res_parish_ec_750,8,San Sebastián De Yúluc,res_city_116,True
res_parish_ec_751,9,Selva Alegre,res_city_116,True
res_parish_ec_752,10,Urdaneta (Paquishapa),res_city_116,True
res_parish_ec_753,11,Sumaypamba,res_city_116,True
res_parish_ec_754,1,Sozoranga,res_city_117,True
res_parish_ec_755,2,Nueva Fátima,res_city_117,True
res_parish_ec_756,3,Tacamoros,res_city_117,True
res_parish_ec_757,1,Zapotillo,res_city_118,True
res_parish_ec_758,2,Mangahurco (Cazaderos),res_city_118,True
res_parish_ec_759,3,Garzareal,res_city_118,True
res_parish_ec_760,4,Limones,res_city_118,True
res_parish_ec_761,5,Paletillas,res_city_118,True
res_parish_ec_762,6,Bolaspamba,res_city_118,True
res_parish_ec_763,1,Pindal,res_city_119,True
res_parish_ec_764,2,Chaquinal,res_city_119,True
res_parish_ec_765,3,12 De Diciembre (Cab.En Achiotes),res_city_119,True
res_parish_ec_766,4,Milagros,res_city_119,True
res_parish_ec_767,1,Quilanga,res_city_120,True
res_parish_ec_768,2,Fundochamba,res_city_120,True
res_parish_ec_769,3,San Antonio De Las Aradas (Cab. En Las Aradas),res_city_120,True
res_parish_ec_770,1,Olmedo,res_city_121,True
res_parish_ec_771,2,La Tingue,res_city_121,True
res_parish_ec_772,1,Clemente Baquerizo,res_city_122,True
res_parish_ec_773,2,Dr. Camilo Ponce,res_city_122,True
res_parish_ec_774,3,Barreiro,res_city_122,True
res_parish_ec_775,4,El Salto,res_city_122,True
res_parish_ec_776,5,Babahoyo,res_city_122,True
res_parish_ec_777,6,Barreiro (Santa Rita),res_city_122,True
res_parish_ec_778,7,Caracol,res_city_122,True
res_parish_ec_779,8,Febres Cordero (Las Juntas),res_city_122,True
res_parish_ec_780,9,Pimocha,res_city_122,True
res_parish_ec_781,10,La Unión,res_city_122,True
res_parish_ec_782,1,Baba,res_city_123,True
res_parish_ec_783,2,Guare,res_city_123,True
res_parish_ec_784,3,Isla De Bejucal,res_city_123,True
res_parish_ec_785,1,Montalvo,res_city_124,True
res_parish_ec_786,1,Puebloviejo,res_city_125,True
res_parish_ec_787,2,Puerto Pechiche,res_city_125,True
res_parish_ec_788,3,San Juan,res_city_125,True
res_parish_ec_789,1,Quevedo,res_city_126,True
res_parish_ec_790,1,San Camilo,res_city_126,True
res_parish_ec_791,2,San José,res_city_126,True
res_parish_ec_792,3,Guayacán,res_city_126,True
res_parish_ec_793,4,Nicolás Infante Díaz,res_city_126,True
res_parish_ec_794,5,San Cristóbal,res_city_126,True
res_parish_ec_795,6,Siete De Octubre,res_city_126,True
res_parish_ec_796,7,24 De Mayo,res_city_126,True
res_parish_ec_797,8,Venus Del Río Quevedo,res_city_126,True
res_parish_ec_798,9,Viva Alfaro,res_city_126,True
res_parish_ec_799,10,Quevedo,res_city_126,True
res_parish_ec_800,11,Buena Fé,res_city_126,True
res_parish_ec_801,12,Mocache,res_city_126,True
res_parish_ec_802,13,San Carlos,res_city_126,True
res_parish_ec_803,14,Valencia,res_city_126,True
res_parish_ec_804,15,La Esperanza,res_city_126,True
res_parish_ec_805,1,Catarama,res_city_127,True
res_parish_ec_806,2,Ricaurte,res_city_127,True
res_parish_ec_807,1,10 De Noviembre,res_city_128,True
res_parish_ec_808,2,Ventanas,res_city_128,True
res_parish_ec_809,3,Quinsaloma,res_city_128,True
res_parish_ec_810,4,Zapotal,res_city_128,True
res_parish_ec_811,5,Chacarita,res_city_128,True
res_parish_ec_812,6,Los Ángeles,res_city_128,True
res_parish_ec_813,1,Vinces,res_city_129,True
res_parish_ec_814,2,Antonio Sotomayor (Cab. En Playas De Vinces),res_city_129,True
res_parish_ec_815,3,Palenque,res_city_129,True
res_parish_ec_816,1,Palenque,res_city_130,True
res_parish_ec_817,1,San Jacinto De Buena Fé,res_city_131,True
res_parish_ec_818,2,7 De Agosto,res_city_131,True
res_parish_ec_819,3,11 De Octubre,res_city_131,True
res_parish_ec_820,4,San Jacinto De Buena Fé,res_city_131,True
res_parish_ec_821,5,Patricia Pilar,res_city_131,True
res_parish_ec_822,1,Valencia,res_city_132,True
res_parish_ec_823,1,Mocache,res_city_133,True
res_parish_ec_824,1,Quinsaloma,res_city_134,True
res_parish_ec_825,1,Portoviejo,res_city_135,True
res_parish_ec_826,2,12 De Marzo,res_city_135,True
res_parish_ec_827,3,Colón,res_city_135,True
res_parish_ec_828,4,Picoazá,res_city_135,True
res_parish_ec_829,5,San Pablo,res_city_135,True
res_parish_ec_830,6,Andrés De Vera,res_city_135,True
res_parish_ec_831,7,Francisco Pacheco,res_city_135,True
res_parish_ec_832,8,18 De Octubre,res_city_135,True
res_parish_ec_833,9,Simón Bolívar,res_city_135,True
res_parish_ec_834,10,Portoviejo,res_city_135,True
res_parish_ec_835,11,Abdón Calderón (San Francisco),res_city_135,True
res_parish_ec_836,12,Alhajuela (Bajo Grande),res_city_135,True
res_parish_ec_837,13,Crucita,res_city_135,True
res_parish_ec_838,14,Pueblo Nuevo,res_city_135,True
res_parish_ec_839,15,Riochico (Río Chico),res_city_135,True
res_parish_ec_840,16,San Plácido,res_city_135,True
res_parish_ec_841,17,Chirijos,res_city_135,True
res_parish_ec_842,1,Calceta,res_city_136,True
res_parish_ec_843,2,Membrillo,res_city_136,True
res_parish_ec_844,3,Quiroga,res_city_136,True
res_parish_ec_845,1,Chone,res_city_137,True
res_parish_ec_846,2,Santa Rita,res_city_137,True
res_parish_ec_847,3,Boyacá,res_city_137,True
res_parish_ec_848,4,Canuto,res_city_137,True
res_parish_ec_849,5,Convento,res_city_137,True
res_parish_ec_850,6,Chibunga,res_city_137,True
res_parish_ec_851,7,Eloy Alfaro,res_city_137,True
res_parish_ec_852,8,Ricaurte,res_city_137,True
res_parish_ec_853,9,San Antonio,res_city_137,True
res_parish_ec_854,1,El Carmen,res_city_138,True
res_parish_ec_855,2,4 De Diciembre,res_city_138,True
res_parish_ec_856,3,El Carmen,res_city_138,True
res_parish_ec_857,4,Wilfrido Loor Moreira (Maicito),res_city_138,True
res_parish_ec_858,5,San Pedro De Suma,res_city_138,True
res_parish_ec_859,1,Flavio Alfaro,res_city_139,True
res_parish_ec_860,2,San Francisco De Novillo (Cab. En,res_city_139,True
res_parish_ec_861,3,Zapallo,res_city_139,True
res_parish_ec_862,1,Dr. Miguel Morán Lucio,res_city_140,True
res_parish_ec_863,2,Manuel Inocencio Parrales Y Guale,res_city_140,True
res_parish_ec_864,3,San Lorenzo De Jipijapa,res_city_140,True
res_parish_ec_865,4,Jipijapa,res_city_140,True
res_parish_ec_866,5,América,res_city_140,True
res_parish_ec_867,6,El Anegado (Cab. En Eloy Alfaro),res_city_140,True
res_parish_ec_868,7,Julcuy,res_city_140,True
res_parish_ec_869,8,La Unión,res_city_140,True
res_parish_ec_870,9,Machalilla,res_city_140,True
res_parish_ec_871,10,Membrillal,res_city_140,True
res_parish_ec_872,11,Pedro Pablo Gómez,res_city_140,True
res_parish_ec_873,12,Puerto De Cayo,res_city_140,True
res_parish_ec_874,13,Puerto López,res_city_140,True
res_parish_ec_875,1,Junín,res_city_141,True
res_parish_ec_876,1,Los Esteros,res_city_142,True
res_parish_ec_877,2,Manta,res_city_142,True
res_parish_ec_878,3,San Mateo,res_city_142,True
res_parish_ec_879,4,Tarqui,res_city_142,True
res_parish_ec_880,5,Eloy Alfaro,res_city_142,True
res_parish_ec_881,6,Manta,res_city_142,True
res_parish_ec_882,7,San Lorenzo,res_city_142,True
res_parish_ec_883,8,Santa Marianita (Boca De Pacoche),res_city_142,True
res_parish_ec_884,1,Anibal San Andrés,res_city_143,True
res_parish_ec_885,2,Montecristi,res_city_143,True
res_parish_ec_886,3,El Colorado,res_city_143,True
res_parish_ec_887,4,General Eloy Alfaro,res_city_143,True
res_parish_ec_888,5,Leonidas Proaño,res_city_143,True
res_parish_ec_889,6,Montecristi,res_city_143,True
res_parish_ec_890,7,Jaramijó,res_city_143,True
res_parish_ec_891,8,La Pila,res_city_143,True
res_parish_ec_892,1,Paján,res_city_144,True
res_parish_ec_893,2,Campozano (La Palma De Paján),res_city_144,True
res_parish_ec_894,3,Cascol,res_city_144,True
res_parish_ec_895,4,Guale,res_city_144,True
res_parish_ec_896,5,Lascano,res_city_144,True
res_parish_ec_897,1,Pichincha,res_city_145,True
res_parish_ec_898,2,Barraganete,res_city_145,True
res_parish_ec_899,3,San Sebastián,res_city_145,True
res_parish_ec_900,1,Rocafuerte,res_city_146,True
res_parish_ec_901,1,Santa Ana,res_city_147,True
res_parish_ec_902,2,Lodana,res_city_147,True
res_parish_ec_903,3,Santa Ana De Vuelta Larga,res_city_147,True
res_parish_ec_904,4,Ayacucho,res_city_147,True
res_parish_ec_905,5,Honorato Vásquez (Cab. En Vásquez),res_city_147,True
res_parish_ec_906,6,La Unión,res_city_147,True
res_parish_ec_907,7,Olmedo,res_city_147,True
res_parish_ec_908,8,San Pablo (Cab. En Pueblo Nuevo),res_city_147,True
res_parish_ec_909,1,Bahía De Caráquez,res_city_148,True
res_parish_ec_910,2,Leonidas Plaza Gutiérrez,res_city_148,True
res_parish_ec_911,3,Bahía De Caráquez,res_city_148,True
res_parish_ec_912,4,Canoa,res_city_148,True
res_parish_ec_913,5,Cojimíes,res_city_148,True
res_parish_ec_914,6,Charapotó,res_city_148,True
res_parish_ec_915,7,10 De Agosto,res_city_148,True
res_parish_ec_916,8,Jama,res_city_148,True
res_parish_ec_917,9,Pedernales,res_city_148,True
res_parish_ec_918,10,San Isidro,res_city_148,True
res_parish_ec_919,11,San Vicente,res_city_148,True
res_parish_ec_920,1,Tosagua,res_city_149,True
res_parish_ec_921,2,Bachillero,res_city_149,True
res_parish_ec_922,3,Angel Pedro Giler (La Estancilla),res_city_149,True
res_parish_ec_923,1,Sucre,res_city_150,True
res_parish_ec_924,2,Bellavista,res_city_150,True
res_parish_ec_925,3,Noboa,res_city_150,True
res_parish_ec_926,4,Arq. Sixto Durán Ballén,res_city_150,True
res_parish_ec_927,1,Pedernales,res_city_151,True
res_parish_ec_928,2,Cojimíes,res_city_151,True
res_parish_ec_929,3,10 De Agosto,res_city_151,True
res_parish_ec_930,4,Atahualpa,res_city_151,True
res_parish_ec_931,1,Olmedo,res_city_152,True
res_parish_ec_932,1,Puerto López,res_city_153,True
res_parish_ec_933,2,Machalilla,res_city_153,True
res_parish_ec_934,3,Salango,res_city_153,True
res_parish_ec_935,1,Jama,res_city_154,True
res_parish_ec_936,1,Jaramijó,res_city_155,True
res_parish_ec_937,1,San Vicente,res_city_156,True
res_parish_ec_938,2,Canoa,res_city_156,True
res_parish_ec_939,1,Macas,res_city_157,True
res_parish_ec_940,2,Alshi (Cab. En 9 De Octubre),res_city_157,True
res_parish_ec_941,3,Chiguaza,res_city_157,True
res_parish_ec_942,4,General Proaño,res_city_157,True
res_parish_ec_943,5,Huasaga (Cab.En Wampuik),res_city_157,True
res_parish_ec_944,6,Macuma,res_city_157,True
res_parish_ec_945,7,San Isidro,res_city_157,True
res_parish_ec_946,8,Sevilla Don Bosco,res_city_157,True
res_parish_ec_947,9,Sinaí,res_city_157,True
res_parish_ec_948,10,Taisha,res_city_157,True
res_parish_ec_949,11,Zuña (Zúñac),res_city_157,True
res_parish_ec_950,12,Tuutinentza,res_city_157,True
res_parish_ec_951,13,Cuchaentza,res_city_157,True
res_parish_ec_952,14,San José De Morona,res_city_157,True
res_parish_ec_953,15,Río Blanco,res_city_157,True
res_parish_ec_954,1,Gualaquiza,res_city_158,True
res_parish_ec_955,2,Mercedes Molina,res_city_158,True
res_parish_ec_956,3,Gualaquiza,res_city_158,True
res_parish_ec_957,4,Amazonas (Rosario De Cuyes),res_city_158,True
res_parish_ec_958,5,Bermejos,res_city_158,True
res_parish_ec_959,6,Bomboiza,res_city_158,True
res_parish_ec_960,7,Chigüinda,res_city_158,True
res_parish_ec_961,8,El Rosario,res_city_158,True
res_parish_ec_962,9,Nueva Tarqui,res_city_158,True
res_parish_ec_963,10,San Miguel De Cuyes,res_city_158,True
res_parish_ec_964,11,El Ideal,res_city_158,True
res_parish_ec_965,1,General Leonidas Plaza Gutiérrez (Limón),res_city_159,True
res_parish_ec_966,2,Indanza,res_city_159,True
res_parish_ec_967,3,Pan De Azúcar,res_city_159,True
res_parish_ec_968,4,San Antonio (Cab. En San Antonio Centro,res_city_159,True
res_parish_ec_969,5,San Carlos De Limón (San Carlos Del,res_city_159,True
res_parish_ec_970,6,San Juan Bosco,res_city_159,True
res_parish_ec_971,7,San Miguel De Conchay,res_city_159,True
res_parish_ec_972,8,Santa Susana De Chiviaza (Cab. En Chiviaza),res_city_159,True
res_parish_ec_973,9,Yunganza (Cab. En El Rosario),res_city_159,True
res_parish_ec_974,1,Palora (Metzera),res_city_160,True
res_parish_ec_975,2,Arapicos,res_city_160,True
res_parish_ec_976,3,Cumandá (Cab. En Colonia Agrícola Sevilla Del Oro),res_city_160,True
